Concurso;Data do Sorteio;Coluna1;Coluna2;Coluna3;Coluna4;Coluna5;Coluna6;Chave ;chave_letra
1473;02/03/2013;2;12;33;57;58;60;110103;a110103
1474;06/03/2013;1;2;3;11;28;43;311010;a311010
1475;09/03/2013;12;13;37;44;48;51;020121;a020121
1476;13/03/2013;4;10;26;37;47;57;201111;a201111
1477;16/03/2013;3;4;46;50;56;59;200022;a200022
1478;20/03/2013;10;27;37;40;47;55;101211;a101211
1479;23/03/2013;21;48;50;54;57;60;001023;a001023
1480;27/03/2013;9;14;21;26;36;52;112101;a112101
1481;30/03/2013;17;27;28;40;44;55;012111;a012111
1482;03/04/2013;6;9;11;34;41;53;210111;a210111
1483;06/04/2013;1;35;39;53;55;56;100203;a100203
1484;10/04/2013;17;20;24;29;49;53;022011;a022011
1485;13/04/2013;4;27;30;36;54;59;102102;a102102
1486;17/04/2013;1;6;10;34;40;54;300201;a300201
1487;20/04/2013;4;9;17;23;28;53;212001;a212001
1488;24/04/2013;4;22;25;38;45;51;102111;a102111
1489;27/04/2013;1;15;24;26;28;48;113010;a113010
1490;02/05/2013;1;3;31;32;43;52;200211;a200211
1491;04/05/2013;6;26;45;50;56;60;101022;a101022
1492;08/05/2013;4;9;18;44;46;48;210030;a210030
1493;11/05/2013;7;12;24;27;30;49;113010;a113010
1494;15/05/2013;2;14;24;28;35;50;112110;a112110
1495;18/05/2013;4;13;14;44;49;57;120021;a120021
1496;22/05/2013;14;18;28;41;47;54;021021;a021021
1497;25/05/2013;4;5;7;27;45;58;301011;a301011
1498;29/05/2013;6;11;27;40;46;49;111120;a111120
1499;01/06/2013;8;22;26;33;37;54;102201;a102201
1500;05/06/2013;10;18;31;43;57;59;110112;a110112
1501;08/06/2013;1;7;13;29;37;54;211101;a211101
1502;12/06/2013;6;22;43;51;52;57;101013;a101013
1503;15/06/2013;3;4;16;22;36;42;211110;a211110
1504;19/06/2013;2;10;12;30;41;42;211020;a211020
1505;22/06/2013;1;2;6;9;16;32;410100;a410100
1506;26/06/2013;3;14;18;34;42;49;120120;a120120
1507;29/06/2013;24;46;50;51;52;56;001023;a001023
1508;03/07/2013;17;18;30;35;39;58;021201;a021201
1509;06/07/2013;1;6;27;46;51;59;201012;a201012
1510;10/07/2013;1;8;17;44;46;53;210021;a210021
1511;13/07/2013;4;8;17;29;31;45;211110;a211110
1512;17/07/2013;11;28;35;42;46;58;011121;a011121
1513;20/07/2013;17;28;31;56;57;58;011103;a011103
1514;24/07/2013;16;17;23;42;59;60;021012;a021012
1515;27/07/2013;4;13;14;18;49;59;130011;a130011
1516;31/07/2013;4;18;20;34;45;60;120111;a120111
1517;03/08/2013;7;17;38;45;52;56;110112;a110112
1518;06/08/2013;8;9;28;41;48;55;201021;a201021
1519;08/08/2013;5;6;15;23;56;59;211002;a211002
1520;10/08/2013;7;31;35;36;46;48;100320;a100320
1521;14/08/2013;11;14;18;30;33;39;031200;a031200
1522;17/08/2013;5;8;23;32;33;56;201201;a201201
1523;21/08/2013;22;25;31;39;41;44;002220;a002220
1524;24/08/2013;2;12;40;46;52;53;110112;a110112
1525;28/08/2013;2;26;30;35;46;54;102111;a102111
1526;31/08/2013;10;16;28;47;51;59;111012;a111012
1527;04/09/2013;16;32;36;42;44;48;010230;a010230
1528;06/09/2013;4;13;15;19;36;58;130101;a130101
1529;11/09/2013;11;15;17;34;35;49;030210;a030210
1530;14/09/2013;10;16;28;33;48;53;111111;a111111
1531;18/09/2013;12;13;24;41;42;44;021030;a021030
1532;21/09/2013;2;11;23;31;42;44;111120;a111120
1533;25/09/2013;13;21;29;34;47;57;012111;a012111
1534;28/09/2013;1;12;28;29;34;48;112110;a112110
1535;02/10/2013;8;9;25;41;54;55;201012;a201012
1536;05/10/2013;13;18;29;32;50;58;021111;a021111
1537;09/10/2013;6;10;33;50;51;56;200112;a200112
1538;11/10/2013;23;27;35;52;53;57;002103;a002103
1539;16/10/2013;8;10;20;26;49;58;211011;a211011
1540;19/10/2013;3;17;27;32;47;54;111111;a111111
1541;23/10/2013;5;24;37;44;49;58;101121;a101121
1542;26/10/2013;7;11;12;30;39;57;121101;a121101
1543;30/10/2013;7;15;20;23;30;41;122010;a122010
1544;01/11/2013;2;21;30;35;45;50;102120;a102120
1545;06/11/2013;4;6;11;24;45;48;211020;a211020
1546;09/11/2013;4;17;38;44;53;60;110112;a110112
1547;13/11/2013;2;9;10;18;21;28;312000;a312000
1548;16/11/2013;19;41;42;44;47;54;010041;a010041
1549;20/11/2013;10;12;16;20;32;53;130101;a130101
1550;23/11/2013;9;13;21;27;36;56;112101;a112101
1551;27/11/2013;2;15;19;21;23;38;122100;a122100
1552;30/11/2013;7;18;24;26;39;46;112110;a112110
1553;04/12/2013;20;21;22;29;46;60;013011;a013011
1554;07/12/2013;30;32;49;50;52;53;001122;a001122
1555;11/12/2013;2;5;23;33;52;59;201102;a201102
1556;14/12/2013;1;4;7;10;11;52;410001;a410001
1557;17/12/2013;4;16;18;31;45;46;120120;a120120
1558;19/12/2013;7;15;17;31;42;54;120111;a120111
1559;21/12/2013;8;12;16;29;37;58;121101;a121101
1560;31/12/2013;20;30;36;38;47;53;011211;a011211
1561;02/01/2014;23;26;28;54;55;60;003003;a003003
1562;04/01/2014;10;12;23;37;47;51;111111;a111111
1563;09/01/2014;1;6;13;20;36;43;220110;a220110
1564;11/01/2014;25;38;44;46;53;54;001122;a001122
1565;15/01/2014;18;37;39;41;43;51;010221;a010221
1566;18/01/2014;5;6;11;32;36;60;210201;a210201
1567;22/01/2014;2;15;30;38;48;53;111111;a111111
1568;25/01/2014;19;24;25;28;42;58;013011;a013011
1569;29/01/2014;5;15;18;31;42;53;120111;a120111
1570;01/02/2014;15;18;24;42;46;56;021021;a021021
1571;05/02/2014;3;29;32;46;55;60;101112;a101112
1572;08/02/2014;20;27;42;45;46;47;011040;a011040
1573;12/02/2014;7;16;21;35;36;38;111300;a111300
1574;15/02/2014;6;27;28;33;46;48;102120;a102120
1575;19/02/2014;1;4;5;14;45;56;310011;a310011
1576;22/02/2014;13;15;21;26;30;46;023010;a023010
1577;26/02/2014;11;14;25;32;51;59;021102;a021102
1578;01/03/2014;3;6;30;37;53;56;201102;a201102
1579;05/03/2014;25;34;40;49;51;60;001212;a001212
1580;08/03/2014;1;6;14;17;33;36;220200;a220200
1581;12/03/2014;14;15;25;30;31;34;022200;a022200
1582;15/03/2014;1;4;13;17;38;48;220110;a220110
1583;19/03/2014;2;9;17;18;45;47;220020;a220020
1584;22/03/2014;3;22;27;28;50;54;103011;a103011
1585;26/03/2014;2;43;47;48;49;55;100041;a100041
1586;29/03/2014;8;39;43;46;47;58;100131;a100131
1587;02/04/2014;8;19;21;30;52;56;112002;a112002
1588;05/04/2014;23;29;32;36;45;49;002220;a002220
1589;09/04/2014;4;5;11;19;41;51;220011;a220011
1590;12/04/2014;7;20;34;40;44;55;110211;a110211
1591;16/04/2014;4;10;23;33;38;55;201201;a201201
1592;19/04/2014;31;36;38;41;42;49;000330;a000330
1593;23/04/2014;4;9;17;18;21;38;221100;a221100
1594;26/04/2014;6;7;8;23;43;53;301011;a301011
1595;30/04/2014;2;5;8;42;46;59;300021;a300021
1596;03/05/2014;1;5;7;10;12;45;410010;a410010
1597;07/05/2014;5;10;16;44;50;52;210021;a210021
1598;10/05/2014;29;31;36;42;47;53;001221;a001221
1599;14/05/2014;3;10;15;35;36;58;210201;a210201
1600;17/05/2014;9;23;32;35;46;57;101211;a101211
1601;21/05/2014;8;10;24;45;56;60;201012;a201012
1602;24/05/2014;8;12;22;35;40;44;111210;a111210
1603;28/05/2014;13;20;27;31;53;60;021102;a021102
1604;31/05/2014;2;21;24;27;40;51;103101;a103101
1605;04/06/2014;9;19;21;30;31;42;112110;a112110
1606;07/06/2014;1;15;37;42;46;54;110121;a110121
1607;11/06/2014;7;31;32;41;51;52;100212;a100212
1608;14/06/2014;5;6;17;43;54;59;210012;a210012
1609;18/06/2014;2;6;13;26;53;60;211002;a211002
1610;21/06/2014;1;4;9;35;36;53;300201;a300201
1611;25/06/2014;24;28;47;50;51;58;002022;a002022
1612;28/06/2014;6;13;17;36;42;51;120111;a120111
1613;02/07/2014;4;18;31;44;46;49;110130;a110130
1614;05/07/2014;14;17;21;27;43;49;022020;a022020
1615;09/07/2014;5;20;26;31;33;44;111210;a111210
1616;12/07/2014;28;31;40;42;46;58;001221;a001221
1617;16/07/2014;3;23;26;31;47;54;102111;a102111
1618;19/07/2014;9;20;24;43;51;52;111012;a111012
1619;23/07/2014;5;8;17;42;46;47;210030;a210030
1620;26/07/2014;13;23;27;34;38;57;012201;a012201
1621;30/07/2014;10;22;24;38;39;49;102210;a102210
1622;02/08/2014;4;5;7;21;45;53;301011;a301011
1623;05/08/2014;33;43;49;50;56;59;000132;a000132
1624;07/08/2014;2;27;32;41;47;58;101121;a101121
1625;09/08/2014;11;22;36;40;45;52;011211;a011211
1626;13/08/2014;3;5;14;35;43;52;210111;a210111
1627;16/08/2014;20;26;32;41;45;57;011121;a011121
1628;20/08/2014;26;29;34;38;50;60;002211;a002211
1629;23/08/2014;4;20;24;35;47;59;111111;a111111
1630;27/08/2014;1;7;30;43;44;54;201021;a201021
1631;30/08/2014;4;29;44;47;48;60;101031;a101031
1632;03/09/2014;6;18;24;27;56;59;112002;a112002
1633;06/09/2014;1;2;11;13;36;49;220110;a220110
1634;10/09/2014;9;10;23;33;44;51;201111;a201111
1635;13/09/2014;8;23;28;30;32;51;103101;a103101
1636;17/09/2014;19;26;33;35;51;52;011202;a011202
1637;20/09/2014;1;5;24;47;55;56;201012;a201012
1638;24/09/2014;1;2;38;41;42;58;200121;a200121
1639;27/09/2014;16;29;34;35;49;51;011211;a011211
1640;01/10/2014;2;6;18;23;31;46;211110;a211110
1641;04/10/2014;23;29;30;33;46;51;003111;a003111
1642;08/10/2014;3;23;42;43;47;60;101031;a101031
1643;11/10/2014;16;19;20;28;37;60;031101;a031101
1644;15/10/2014;10;13;16;22;34;60;121101;a121101
1645;18/10/2014;8;18;21;31;37;38;111300;a111300
1646;22/10/2014;19;23;34;40;41;58;011211;a011211
1647;25/10/2014;12;17;23;38;53;54;021102;a021102
1648;29/10/2014;15;16;18;20;22;48;041010;a041010
1649;01/11/2014;24;33;38;42;44;54;001221;a001221
1650;05/11/2014;17;23;29;38;57;60;012102;a012102
1651;08/11/2014;8;27;35;38;41;44;101220;a101220
1652;12/11/2014;7;24;26;28;44;57;103011;a103011
1653;14/11/2014;1;21;22;27;32;45;103110;a103110
1654;19/11/2014;7;16;33;42;50;58;110121;a110121
1655;22/11/2014;7;24;28;46;53;56;102012;a102012
1656;26/11/2014;4;6;11;43;54;56;210012;a210012
1657;29/11/2014;7;10;14;37;45;54;210111;a210111
1658;03/12/2014;7;11;19;23;40;49;121110;a121110
1659;06/12/2014;4;10;20;33;37;49;210210;a210210
1660;10/12/2014;8;17;34;38;42;51;110211;a110211
1661;13/12/2014;13;16;27;43;48;58;021021;a021021
1662;17/12/2014;10;14;25;29;33;57;112101;a112101
1663;20/12/2014;18;20;27;40;49;55;021111;a021111
1664;24/12/2014;8;21;23;29;36;48;103110;a103110
1665;31/12/2014;1;5;11;16;20;56;230001;a230001
1666;03/01/2015;1;2;23;27;45;51;202011;a202011
1667;07/01/2015;7;12;24;44;51;56;111012;a111012
1668;10/01/2015;5;40;47;52;55;57;100113;a100113
1669;14/01/2015;28;29;31;45;48;49;002130;a002130
1670;17/01/2015;1;17;19;30;33;47;121110;a121110
1671;21/01/2015;21;27;31;45;55;56;002112;a002112
1672;24/01/2015;1;3;5;10;20;42;410010;a410010
1673;28/01/2015;5;10;23;24;35;47;202110;a202110
1674;31/01/2015;22;30;42;50;58;59;002022;a002022
1675;04/02/2015;3;18;34;35;36;56;110301;a110301
1676;07/02/2015;1;2;11;37;48;51;210111;a210111
1677;11/02/2015;10;15;28;33;51;52;111102;a111102
1678;14/02/2015;9;11;17;19;35;52;130101;a130101
1679;18/02/2015;1;2;27;28;46;47;202020;a202020
1680;21/02/2015;23;37;38;46;47;51;001221;a001221
1681;25/02/2015;1;6;8;11;33;50;310110;a310110
1682;28/02/2015;7;13;35;37;39;51;110301;a110301
1683;04/03/2015;4;12;32;33;34;48;110310;a110310
1684;07/03/2015;9;12;18;31;39;50;120210;a120210
1685;11/03/2015;3;18;31;39;46;51;110211;a110211
1686;14/03/2015;9;14;37;44;46;55;110121;a110121
1687;18/03/2015;15;24;37;46;49;58;011121;a011121
1688;21/03/2015;18;23;30;32;42;56;012111;a012111
1689;25/03/2015;2;5;13;27;41;53;211011;a211011
1690;28/03/2015;21;24;26;35;45;53;003111;a003111
1691;01/04/2015;1;10;24;39;45;58;201111;a201111
1692;04/04/2015;11;13;14;27;44;56;031011;a031011
1693;08/04/2015;5;15;18;19;21;38;131100;a131100
1694;11/04/2015;20;29;34;37;45;57;011211;a011211
1695;15/04/2015;24;36;38;43;44;58;001221;a001221
1696;18/04/2015;1;12;17;31;37;46;120210;a120210
1697;22/04/2015;8;23;30;51;53;58;102003;a102003
1698;25/04/2015;11;13;24;28;44;45;022020;a022020
1699;29/04/2015;1;6;10;30;33;38;301200;a301200
1700;02/05/2015;15;18;41;48;50;58;020031;a020031
1701;05/05/2015;3;9;18;32;40;56;210201;a210201
1702;07/05/2015;17;19;33;35;39;52;020301;a020301
1703;09/05/2015;3;23;26;35;39;49;102210;a102210
1704;13/05/2015;1;7;11;32;51;59;210102;a210102
1705;16/05/2015;25;27;29;37;50;51;003111;a003111
1706;20/05/2015;12;31;34;36;48;56;010311;a010311
1707;23/05/2015;7;16;20;27;36;52;121101;a121101
1708;27/05/2015;17;29;32;38;45;50;011220;a011220
1709;30/05/2015;7;19;30;35;42;47;111120;a111120
1710;03/06/2015;7;21;28;56;58;59;102003;a102003
1711;06/06/2015;22;26;38;39;45;50;002220;a002220
1712;10/06/2015;2;12;19;29;50;59;121011;a121011
1713;13/06/2015;3;10;16;23;27;29;213000;a213000
1714;17/06/2015;2;8;24;36;51;52;201102;a201102
1715;20/06/2015;16;20;35;40;53;60;020202;a020202
1716;24/06/2015;2;25;36;41;42;53;101121;a101121
1717;27/06/2015;2;9;16;37;44;58;210111;a210111
1718;01/07/2015;4;30;31;32;47;53;101211;a101211
1719;04/07/2015;1;22;31;34;44;54;101211;a101211
1720;07/07/2015;18;23;31;39;49;57;011211;a011211
1721;09/07/2015;4;12;19;33;36;38;120300;a120300
1722;11/07/2015;9;23;39;41;49;58;101121;a101121
1723;15/07/2015;14;27;30;46;52;60;012012;a012012
1724;18/07/2015;27;33;37;39;58;60;001302;a001302
1725;22/07/2015;16;18;26;30;31;34;022200;a022200
1726;25/07/2015;3;10;42;49;54;57;200022;a200022
1727;29/07/2015;4;6;19;20;40;41;220110;a220110
1728;01/08/2015;3;8;28;39;42;59;201111;a201111
1729;04/08/2015;7;14;23;43;44;53;111021;a111021
1730;06/08/2015;1;10;17;24;42;51;211011;a211011
1731;08/08/2015;5;18;27;43;49;59;111021;a111021
1732;12/08/2015;25;34;38;45;53;60;001212;a001212
1733;15/08/2015;3;5;9;14;41;46;310020;a310020
1734;19/08/2015;12;17;25;29;41;52;022011;a022011
1735;22/08/2015;6;16;33;34;45;46;110220;a110220
1736;26/08/2015;12;13;24;29;32;41;022110;a022110
1737;29/08/2015;5;8;42;50;51;59;200022;a200022
1738;02/09/2015;12;28;37;46;48;53;011121;a011121
1739;05/09/2015;9;10;17;32;34;46;210210;a210210
1740;09/09/2015;10;15;25;38;47;53;111111;a111111
1741;12/09/2015;15;18;20;32;48;49;030120;a030120
1742;16/09/2015;11;19;21;23;27;52;023001;a023001
1743;19/09/2015;4;10;29;31;34;35;201300;a201300
1744;23/09/2015;9;12;14;29;42;56;121011;a121011
1745;26/09/2015;9;13;18;47;52;60;120012;a120012
1746;30/09/2015;6;18;37;40;41;58;110211;a110211
1747;03/10/2015;6;33;34;48;53;59;100212;a100212
1748;07/10/2015;2;10;13;41;49;53;210021;a210021
1749;10/10/2015;3;13;14;29;33;43;121110;a121110
1750;13/10/2015;15;17;20;31;41;48;030120;a030120
1751;15/10/2015;15;22;23;42;51;57;012012;a012012
1752;17/10/2015;9;36;37;53;55;60;100203;a100203
1753;21/10/2015;8;15;29;35;45;54;111111;a111111
1754;24/10/2015;20;27;30;31;40;53;012201;a012201
1755;28/10/2015;2;5;8;18;30;48;311010;a311010
1756;31/10/2015;6;13;14;28;35;45;121110;a121110
1757;04/11/2015;13;25;28;37;43;56;012111;a012111
1758;07/11/2015;6;11;16;23;36;42;121110;a121110
1759;10/11/2015;2;14;21;22;51;60;112002;a112002
1760;13/11/2015;10;24;25;36;47;48;102120;a102120
1761;14/11/2015;9;10;36;50;53;55;200112;a200112
1762;18/11/2015;26;32;42;45;55;59;001122;a001122
1763;21/11/2015;9;12;15;21;31;36;121200;a121200
1764;25/11/2015;6;7;29;39;41;55;201111;a201111
1765;28/11/2015;1;6;28;37;56;58;201102;a201102
1766;02/12/2015;22;23;41;46;53;60;002022;a002022
1767;05/12/2015;16;26;35;39;44;45;011220;a011220
1768;09/12/2015;5;7;11;34;35;50;210210;a210210
1769;12/12/2015;32;37;44;47;54;60;000222;a000222
1770;16/12/2015;11;26;27;30;34;41;013110;a013110
1771;19/12/2015;2;20;27;28;32;38;112200;a112200
1772;22/12/2015;12;19;27;39;41;45;021120;a021120
1773;24/12/2015;15;30;39;41;45;59;011121;a011121
1774;26/12/2015;1;12;20;30;52;60;121002;a121002
1775;31/12/2015;2;18;31;42;51;56;110112;a110112
1776;02/01/2016;10;11;14;19;39;48;130110;a130110
1777;06/01/2016;4;19;38;44;52;55;110112;a110112
1778;09/01/2016;4;10;38;40;45;48;200220;a200220
1779;12/01/2016;12;25;30;39;56;57;012102;a012102
1780;14/01/2016;6;20;22;31;33;34;111300;a111300
1781;16/01/2016;1;8;22;49;52;53;201012;a201012
1782;20/01/2016;6;18;34;47;52;57;110112;a110112
1783;23/01/2016;4;6;16;18;21;38;221100;a221100
1784;27/01/2016;4;15;26;30;54;55;112002;a112002
1785;30/01/2016;5;11;27;41;42;54;111021;a111021
1786;02/02/2016;2;6;8;21;25;34;302100;a302100
1787;04/02/2016;1;5;13;25;26;29;213000;a213000
1788;06/02/2016;3;13;42;45;56;59;110022;a110022
1789;10/02/2016;6;25;43;57;58;59;101013;a101013
1790;13/02/2016;11;13;26;27;28;50;023010;a023010
1791;17/02/2016;12;18;46;50;53;55;020022;a020022
1792;20/02/2016;2;16;17;18;41;47;130020;a130020
1793;24/02/2016;13;14;22;54;56;58;021003;a021003
1794;27/02/2016;1;5;34;37;40;60;200301;a200301
1795;02/03/2016;30;42;47;50;55;58;001032;a001032
1796;05/03/2016;22;23;34;48;53;54;002112;a002112
1797;08/03/2016;2;13;14;35;54;57;120102;a120102
1798;10/03/2016;2;9;23;28;45;53;202011;a202011
1799;12/03/2016;1;3;4;39;51;53;300102;a300102
1800;16/03/2016;6;11;16;19;31;56;130101;a130101
1801;19/03/2016;6;19;34;43;45;54;110121;a110121
1802;23/03/2016;2;6;13;14;17;44;230010;a230010
1803;26/03/2016;4;8;29;38;49;50;201120;a201120
1804;30/03/2016;20;21;28;48;50;59;012021;a012021
1805;02/04/2016;17;22;27;31;49;57;012111;a012111
1806;06/04/2016;11;20;35;42;55;58;020112;a020112
1807;09/04/2016;1;15;16;22;25;43;122010;a122010
1808;13/04/2016;2;14;20;25;41;45;121020;a121020
1809;16/04/2016;9;12;23;24;46;54;112011;a112011
1810;20/04/2016;1;10;25;43;50;56;201021;a201021
1811;23/04/2016;5;17;32;35;37;57;110301;a110301
1812;27/04/2016;20;23;32;34;37;45;011310;a011310
1813;30/04/2016;9;11;13;15;19;51;140001;a140001
1814;03/05/2016;9;11;27;46;51;53;111012;a111012
1815;05/05/2016;8;11;25;39;41;60;111111;a111111
1816;07/05/2016;5;10;12;22;28;46;212010;a212010
1817;11/05/2016;1;4;26;39;47;55;201111;a201111
1818;14/05/2016;2;6;10;15;53;56;310002;a310002
1819;18/05/2016;17;18;26;30;33;37;022200;a022200
1820;21/05/2016;3;19;23;27;40;45;112110;a112110
1821;25/05/2016;19;22;31;36;52;53;011202;a011202
1822;28/05/2016;1;22;26;43;50;53;102021;a102021
1823;01/06/2016;4;9;21;34;54;59;201102;a201102
1824;04/06/2016;5;6;12;19;30;60;221001;a221001
1825;07/06/2016;10;11;21;50;51;54;111012;a111012
1826;09/06/2016;17;19;32;43;48;51;020121;a020121
1827;11/06/2016;26;33;42;43;53;54;001122;a001122
1828;15/06/2016;6;11;32;40;48;59;110211;a110211
1829;18/06/2016;7;13;24;30;32;53;112101;a112101
1830;22/06/2016;3;7;29;37;54;60;201102;a201102
1831;25/06/2016;15;27;28;32;48;55;012111;a012111
1832;29/06/2016;14;34;46;47;56;57;010122;a010122
1833;02/07/2016;2;3;7;16;27;42;311010;a311010
1834;06/07/2016;2;17;22;24;48;51;112011;a112011
1835;09/07/2016;8;28;36;47;50;58;101121;a101121
1836;12/07/2016;8;15;18;45;59;60;120012;a120012
1837;14/07/2016;41;44;48;50;54;57;000042;a000042
1838;16/07/2016;5;8;24;30;57;59;202002;a202002
1839;20/07/2016;7;22;28;32;56;58;102102;a102102
1840;23/07/2016;15;17;33;41;47;48;020130;a020130
1841;27/07/2016;3;6;13;38;49;51;210111;a210111
1842;30/07/2016;16;18;22;24;34;43;022110;a022110
1843;03/08/2016;8;26;28;33;41;54;102111;a102111
1844;06/08/2016;3;4;37;39;48;50;200220;a200220
1845;09/08/2016;3;9;13;29;30;51;212001;a212001
1846;11/08/2016;6;24;26;30;34;49;103110;a103110
1847;13/08/2016;1;6;45;49;50;57;200031;a200031
1848;17/08/2016;9;40;41;50;55;58;100122;a100122
1849;20/08/2016;3;5;11;27;35;44;211110;a211110
1850;24/08/2016;23;24;32;38;40;41;002310;a002310
1851;27/08/2016;8;18;21;22;35;37;112200;a112200
1852;31/08/2016;13;17;29;45;49;50;021030;a021030
1853;03/09/2016;1;2;34;39;41;45;200220;a200220
1854;08/09/2016;25;30;31;34;43;59;002211;a002211
1855;10/09/2016;6;10;15;24;38;39;211200;a211200
1856;14/09/2016;2;9;14;22;32;37;211200;a211200
1857;17/09/2016;13;23;25;35;52;53;012102;a012102
1858;20/09/2016;22;28;30;33;55;59;003102;a003102
1859;22/09/2016;1;13;14;21;26;51;122001;a122001
1860;24/09/2016;10;30;36;40;44;60;101211;a101211
1861;28/09/2016;2;4;9;35;45;60;300111;a300111
1862;01/10/2016;2;8;35;42;49;56;200121;a200121
1863;05/10/2016;16;23;45;56;58;59;011013;a011013
1864;08/10/2016;4;5;14;37;40;60;210201;a210201
1865;13/10/2016;1;5;31;32;37;42;200310;a200310
1866;15/10/2016;14;17;36;38;44;60;020211;a020211
1867;18/10/2016;3;10;17;21;22;43;212010;a212010
1868;20/10/2016;1;5;23;25;28;31;203100;a203100
1869;22/10/2016;11;23;24;26;40;52;013101;a013101
1870;26/10/2016;18;20;30;32;33;40;021300;a021300
1871;29/10/2016;3;11;17;33;52;58;120102;a120102
1872;03/11/2016;11;13;25;39;46;56;021111;a021111
1873;05/11/2016;5;25;28;41;53;54;102012;a102012
1874;08/11/2016;10;28;37;43;44;47;101130;a101130
1875;10/11/2016;1;45;47;52;53;55;100023;a100023
1876;12/11/2016;7;18;39;41;44;51;110121;a110121
1877;16/11/2016;13;16;23;24;32;35;022200;a022200
1878;19/11/2016;12;16;26;40;56;57;021102;a021102
1879;23/11/2016;5;10;20;57;58;59;210003;a210003
1880;26/11/2016;5;16;19;37;51;56;120102;a120102
1881;30/11/2016;3;10;30;44;53;56;201012;a201012
1882;03/12/2016;9;10;19;35;37;41;210210;a210210
1883;07/12/2016;16;27;28;47;59;60;012012;a012012
1884;10/12/2016;1;4;23;32;38;59;201201;a201201
1885;14/12/2016;7;14;18;23;32;59;121101;a121101
1886;17/12/2016;3;7;15;40;45;54;210111;a210111
1887;20/12/2016;11;23;34;41;46;56;011121;a011121
1888;22/12/2016;1;10;17;18;45;48;220020;a220020
1889;24/12/2016;16;23;25;28;30;44;014010;a014010
1890;31/12/2016;5;11;22;24;51;53;112002;a112002
1891;04/01/2017;1;3;19;23;47;58;211011;a211011
1892;07/01/2017;6;17;22;30;37;50;112110;a112110
1893;11/01/2017;16;17;19;28;45;58;031011;a031011
1894;14/01/2017;21;31;35;53;54;57;001203;a001203
1895;18/01/2017;2;3;5;10;15;34;410100;a410100
1896;21/01/2017;3;6;14;15;21;25;222000;a222000
1897;25/01/2017;9;22;25;47;52;58;102012;a102012
1898;28/01/2017;12;34;45;53;55;58;010113;a010113
1899;01/02/2017;20;23;35;36;44;48;011220;a011220
1900;04/02/2017;8;11;27;28;43;46;112020;a112020
1901;08/02/2017;11;12;26;30;37;53;022101;a022101
1902;11/02/2017;2;7;9;18;21;25;312000;a312000
1903;15/02/2017;9;10;15;28;43;45;211020;a211020
1904;18/02/2017;12;15;18;21;51;56;031002;a031002
1905;21/02/2017;29;35;43;54;56;57;001113;a001113
1906;23/02/2017;6;27;33;39;40;60;101301;a101301
1907;25/02/2017;3;25;35;38;44;48;101220;a101220
1908;01/03/2017;4;10;13;23;27;57;212001;a212001
1909;04/03/2017;11;40;43;45;47;57;010131;a010131
1910;08/03/2017;6;9;15;22;39;48;211110;a211110
1911;11/03/2017;16;18;23;30;32;33;022200;a022200
1912;15/03/2017;10;13;33;35;36;42;110310;a110310
1913;18/03/2017;4;14;17;43;52;56;120012;a120012
1914;22/03/2017;16;29;33;39;42;44;011220;a011220
1915;25/03/2017;2;20;21;33;48;57;111111;a111111
1916;29/03/2017;3;9;18;23;50;52;211011;a211011
1917;01/04/2017;4;21;25;33;36;46;102210;a102210
1918;05/04/2017;16;17;20;22;38;50;031110;a031110
1919;08/04/2017;11;28;37;45;54;60;011112;a011112
1920;12/04/2017;25;31;33;39;43;45;001320;a001320
1921;15/04/2017;10;15;16;19;28;35;131100;a131100
1922;19/04/2017;20;22;36;38;41;43;011220;a011220
1923;22/04/2017;9;34;42;45;46;59;100131;a100131
1924;26/04/2017;12;16;30;52;53;58;021003;a021003
1925;29/04/2017;1;17;38;43;45;47;110130;a110130
1926;03/05/2017;2;3;14;20;30;46;221010;a221010
1927;06/05/2017;5;11;13;19;30;31;131100;a131100
1928;09/05/2017;10;26;28;51;53;59;102003;a102003
1929;11/05/2017;3;10;23;36;43;52;201111;a201111
1930;13/05/2017;4;17;18;37;52;56;120102;a120102
1931;17/05/2017;2;8;9;15;22;34;311100;a311100
1932;20/05/2017;10;16;21;29;44;55;112011;a112011
1933;24/05/2017;2;14;15;19;35;59;130101;a130101
1934;27/05/2017;8;23;35;39;56;59;101202;a101202
1935;31/05/2017;1;3;10;17;23;24;312000;a312000
1936;03/06/2017;3;12;24;40;51;52;111102;a111102
1937;07/06/2017;6;10;24;29;43;55;202011;a202011
1938;10/06/2017;10;16;32;40;42;54;110211;a110211
1939;14/06/2017;7;24;29;39;45;52;102111;a102111
1940;17/06/2017;9;13;16;17;36;47;130110;a130110
1941;21/06/2017;1;9;24;38;48;49;201120;a201120
1942;24/06/2017;6;18;20;24;43;48;121020;a121020
1943;28/06/2017;9;11;12;30;39;43;121110;a121110
1944;01/07/2017;8;9;39;47;57;59;200112;a200112
1945;04/07/2017;4;8;10;21;45;54;301011;a301011
1946;06/07/2017;4;6;39;44;52;60;200112;a200112
1947;08/07/2017;8;33;40;52;55;59;100203;a100203
1948;12/07/2017;12;20;24;28;33;57;022101;a022101
1949;15/07/2017;1;6;14;22;30;56;212001;a212001
1950;19/07/2017;10;21;32;34;48;57;101211;a101211
1951;22/07/2017;14;16;19;21;33;55;031101;a031101
1952;26/07/2017;9;21;36;38;52;53;101202;a101202
